,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
3410,Nevada,5389.0,Yes,Extended,2011-01-07,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Personal Auto,Personal,Offer2,Agent,58.0,Sports Car,Medsize
3411,California,8114.0,No,Basic,2011-01-04,Employed,F,41701,Rural,Married,68,16.0,74,0.0,2,Corporate Auto,Corporate,Offer1,Agent,65.0,Four-Door Car,Medsize
3412,California,45709.0,No,Basic,2011-01-19,Employed,F,31264,Urban,Divorced,198,9.0,54,1.0,2,Personal Auto,Personal,Offer2,Branch,826.0,Luxury Car,Medsize
3414,Arizona,7034.0,No,Basic,2011-02-26,Employed,M,23158,Suburban,Married,63,31.0,46,3.0,2,Personal Auto,Personal,Offer2,Branch,302.0,Four-Door Car,Large
3416,Oregon,4719.0,No,Extended,2011-02-18,Employed,F,89642,Rural,Married,121,11.0,20,4.0,1,Corporate Auto,Corporate,Offer3,Call Center,86.0,Four-Door Car,Medsize
3417,Nevada,33473.0,Yes,Basic,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal,Offer1,Web,509.0,Four-Door Car,Medsize
3423,California,4961.0,No,Basic,2011-02-19,Disabled,M,18174,Suburban,Married,66,8.0,16,0.0,3,Corporate Auto,Corporate,Offer1,Agent,396.0,Four-Door Car,Small
3425,Oregon,41788.0,Yes,Premium,2011-01-31,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal,Offer1,Call Center,571.0,Four-Door Car,Medsize
3427,Arizona,8258.0,Yes,Basic,2011-01-12,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal,Offer2,Call Center,424.0,Four-Door Car,Medsize
3428,Arizona,4858.0,No,Basic,2011-02-12,Employed,F,26480,Suburban,Divorced,63,13.0,17,0.0,3,Personal Auto,Personal,Offer2,Call Center,379.0,Two-Door Car,Medsize
3429,California,25465.0,Yes,Extended,2011-02-01,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate,Offer1,Branch,466.0,Four-Door Car,Small
3430,Arizona,2760.0,Yes,Basic,2011-01-03,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Personal Auto,Personal,Offer2,Agent,331.0,Two-Door Car,Medsize
3431,Arizona,41788.0,Yes,Premium,2011-01-31,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal,Offer1,Call Center,571.0,Four-Door Car,Medsize
3432,California,4673.0,No,Basic,2011-01-05,Employed,F,53219,Suburban,Married,117,24.0,36,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,562.0,Four-Door Car,Medsize
3433,California,6656.0,No,Extended,2011-02-18,Employed,F,39834,Suburban,Married,83,26.0,65,0.0,3,Personal Auto,Personal,Offer4,Web,398.0,Four-Door Car,Medsize
3434,Arizona,5072.0,No,Basic,2011-02-21,Employed,F,62258,Rural,Single,65,14.0,17,0.0,3,Personal Auto,Personal,Offer1,Agent,117.0,Two-Door Car,Large
3439,Arizona,8052.0,No,Basic,2011-01-16,Employed,F,57664,Urban,Married,100,21.0,48,0.0,3,Personal Auto,Personal,Offer1,Agent,345.0,Four-Door Car,Medsize
3440,Washington,20097.0,Yes,Basic,2011-01-01,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal,Offer2,Agent,379.0,Two-Door Car,Large
3442,California,8026.0,No,Extended,2011-02-07,Employed,F,87421,Suburban,Married,99,21.0,6,0.0,3,Corporate Auto,Corporate,Offer1,Branch,475.0,Two-Door Car,Medsize
3443,Nevada,4223.0,No,Basic,2011-01-02,Disabled,F,14170,Suburban,Married,109,9.0,10,0.0,1,Personal Auto,Personal,Offer1,Agent,523.0,Four-Door Car,Medsize
3445,Arizona,2720.0,Yes,Basic,2011-01-24,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate,Offer2,Branch,346.0,Two-Door Car,Large
3446,Oregon,2894.0,No,Basic,2011-02-08,Employed,M,52674,Rural,Married,73,8.0,49,0.0,1,Personal Auto,Personal,Offer2,Call Center,167.0,Two-Door Car,Large
3448,Oregon,3016.0,No,Extended,2011-01-07,Medical Leave,M,25630,Suburban,Single,86,8.0,63,0.0,1,Corporate Auto,Corporate,Offer4,Agent,413.0,Two-Door Car,Medsize
3451,Washington,5040.0,No,Extended,2011-02-04,Employed,F,35984,Rural,Married,128,7.0,68,3.0,1,Personal Auto,Personal,Offer2,Call Center,276.0,Four-Door Car,Medsize
3454,California,2628.0,No,Basic,2011-02-04,Medical Leave,F,20943,Urban,Married,69,0.0,86,0.0,1,Personal Auto,Personal,Offer3,Branch,240.0,Four-Door Car,Medsize
3455,Oregon,4505.0,No,Basic,2011-02-23,Employed,F,81079,Rural,Married,111,11.0,5,0.0,1,Special Auto,Special,Offer2,Web,134.0,Four-Door Car,Medsize
3456,Oregon,3484.0,No,Extended,2011-01-25,Employed,F,51337,Rural,Single,88,3.0,70,0.0,1,Corporate Auto,Corporate,Offer3,Branch,73.0,Four-Door Car,Medsize
3459,California,9664.0,No,Extended,2011-02-28,Employed,F,86054,Rural,Married,239,12.0,11,0.0,1,Personal Auto,Personal,Offer2,Branch,115.0,Luxury Car,Medsize
3460,Oregon,2747.0,No,Basic,2011-01-29,Employed,M,62302,Suburban,Single,70,7.0,7,0.0,1,Personal Auto,Personal,Offer2,Call Center,504.0,Four-Door Car,Small
3462,Oregon,4858.0,No,Extended,2011-01-22,Employed,F,21685,Suburban,Single,127,0.0,70,0.0,1,Corporate Auto,Corporate,Offer2,Web,610.0,Sports Car,Large
3465,California,4998.0,No,Basic,2011-02-16,Employed,F,54827,Rural,Single,64,17.0,88,0.0,3,Personal Auto,Personal,Offer1,Branch,133.0,Four-Door Car,Large
3466,California,26940.0,No,Basic,2011-01-15,Employed,M,96866,Urban,Divorced,113,26.0,88,1.0,2,Personal Auto,Personal,Offer1,Agent,377.0,Four-Door Car,Small
3467,California,11288.0,No,Basic,2011-01-31,Employed,F,96399,Urban,Married,70,1.0,28,0.0,2,Personal Auto,Personal,Offer2,Agent,308.0,Four-Door Car,Medsize
3469,Washington,6177.0,No,Extended,2011-01-25,Employed,M,61040,Rural,Married,79,12.0,24,1.0,3,Personal Auto,Personal,Offer4,Agent,20.0,Two-Door Car,Medsize
3472,Arizona,7124.0,No,Extended,2011-01-22,Employed,F,61233,Rural,Married,89,27.0,50,2.0,3,Personal Auto,Personal,Offer2,Branch,181.0,Four-Door Car,Medsize
3474,California,7340.0,No,Basic,2011-02-20,Employed,M,50165,Rural,Divorced,62,15.0,63,0.0,2,Personal Auto,Personal,Offer1,Agent,130.0,Two-Door Car,Medsize
3475,Arizona,2612.0,No,Basic,2011-02-28,Employed,M,53904,Suburban,Married,67,1.0,17,2.0,1,Personal Auto,Personal,Offer3,Agent,322.0,Four-Door Car,Medsize
3476,California,2537.0,No,Basic,2011-02-15,Employed,F,34653,Suburban,Married,64,18.0,72,0.0,1,Corporate Auto,Corporate,Offer4,Branch,307.0,Four-Door Car,Small
3477,Arizona,10547.0,No,Extended,2011-01-14,Employed,F,43922,Rural,Married,88,26.0,88,0.0,2,Personal Auto,Personal,Offer2,Web,109.0,Four-Door Car,Medsize
3478,Oregon,8272.0,No,Basic,2011-01-20,Employed,M,91245,Rural,Divorced,69,16.0,50,0.0,2,Corporate Auto,Corporate,Offer1,Agent,19.0,Four-Door Car,Small
3479,California,2543.0,No,Basic,2011-02-21,Employed,M,26691,Suburban,Married,65,7.0,51,0.0,1,Personal Auto,Personal,Offer3,Agent,312.0,Four-Door Car,Large
3480,Arizona,3088.0,No,Extended,2011-01-16,Disabled,F,18558,Suburban,Married,80,17.0,23,0.0,1,Special Auto,Special,Offer1,Agent,384.0,Four-Door Car,Medsize
3481,Oregon,5539.0,No,Basic,2011-01-31,Employed,F,80727,Rural,Married,68,15.0,43,0.0,3,Personal Auto,Personal,Offer2,Call Center,99.0,Four-Door Car,Medsize
3483,Oregon,5716.0,No,Basic,2011-01-19,Employed,M,69451,Urban,Married,72,3.0,93,0.0,3,Corporate Auto,Corporate,Offer2,Web,230.0,Four-Door Car,Medsize
3485,California,2310.0,No,Basic,2011-01-03,Retired,M,22567,Suburban,Single,69,6.0,12,0.0,1,Personal Auto,Personal,Offer4,Branch,497.0,Four-Door Car,Large
3486,Oregon,5177.0,No,Basic,2011-02-04,Employed,F,23636,Rural,Married,65,19.0,10,0.0,3,Personal Auto,Personal,Offer2,Call Center,81.0,Four-Door Car,Large
3487,Nevada,7907.0,No,Basic,2011-02-14,Employed,M,24666,Rural,Married,101,32.0,51,0.0,3,Personal Auto,Personal,Offer3,Branch,152.0,Sports Car,Medsize
3488,Oregon,5597.0,Yes,Extended,2011-01-27,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal,Offer1,Branch,667.0,Four-Door Car,Medsize
3489,California,5234.0,No,Basic,2011-02-04,Employed,F,63259,Suburban,Married,65,25.0,14,0.0,3,Corporate Auto,Corporate,Offer1,Agent,317.0,Four-Door Car,Medsize
3490,Arizona,21101.0,No,Basic,2011-02-13,Employed,F,61347,Suburban,Married,106,27.0,66,0.0,2,Personal Auto,Personal,Offer4,Branch,604.0,Four-Door Car,Medsize
3491,Oregon,2531.0,Yes,Basic,2011-01-21,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Corporate Auto,Corporate,Offer2,Web,62.0,Four-Door Car,Medsize
3494,Washington,2675.0,Yes,Basic,2011-02-15,Employed,M,56342,Suburban,Single,69,12.0,89,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,331.0,Four-Door Car,Small
3496,Oregon,13152.0,No,Basic,2011-01-28,Employed,F,68562,Rural,Married,108,29.0,52,0.0,2,Personal Auto,Personal,Offer2,Branch,228.0,Four-Door Car,Medsize
3497,Nevada,5676.0,No,Basic,2011-01-26,Employed,F,33257,Suburban,Married,72,15.0,14,1.0,3,Personal Auto,Personal,Offer3,Web,346.0,Four-Door Car,Medsize
3498,Washington,8904.0,No,Premium,2011-01-07,Medical Leave,F,15142,Suburban,Married,116,7.0,5,0.0,3,Personal Auto,Personal,Offer2,Branch,793.0,Two-Door Car,Small
3501,Nevada,3954.0,Yes,Basic,2011-02-25,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal,Offer1,Branch,535.0,Sports Car,Large
3502,California,13576.0,No,Basic,2011-02-23,Employed,F,94153,Rural,Married,111,2.0,5,0.0,2,Corporate Auto,Corporate,Offer1,Web,5.0,Four-Door Car,Medsize
3504,Arizona,23950.0,No,Extended,2011-02-18,Employed,M,39335,Suburban,Married,201,0.0,11,0.0,2,Corporate Auto,Corporate,Offer4,Agent,965.0,Luxury Car,Medsize
3506,Arizona,2853.0,No,Basic,2011-01-29,Employed,M,65099,Suburban,Married,73,8.0,19,2.0,1,Special Auto,Special,Offer2,Branch,350.0,Four-Door Car,Medsize
3507,Arizona,5822.0,No,Premium,2011-02-15,Employed,M,77563,Urban,Married,143,35.0,58,0.0,1,Personal Auto,Personal,Offer4,Call Center,546.0,Sports Car,Medsize
3508,Arizona,11763.0,No,Extended,2011-01-04,Employed,F,28045,Suburban,Married,99,7.0,99,0.0,2,Personal Auto,Personal,Offer1,Branch,475.0,Four-Door Car,Medsize
3509,Oregon,5150.0,No,Basic,2011-01-05,Employed,F,65629,Rural,Married,64,21.0,28,0.0,3,Personal Auto,Personal,Offer4,Call Center,89.0,Four-Door Car,Large
3510,California,2431.0,No,Basic,2011-01-14,Employed,M,83140,Urban,Married,61,25.0,70,0.0,1,Corporate Auto,Corporate,Offer4,Agent,179.0,Four-Door Car,Medsize
3511,Washington,3417.0,No,Extended,2011-02-11,Employed,F,42526,Urban,Divorced,86,12.0,71,0.0,1,Personal Auto,Personal,Offer2,Agent,288.0,Two-Door Car,Medsize
3512,Oregon,7997.0,No,Basic,2011-01-17,Employed,F,43657,Suburban,Married,66,21.0,74,0.0,2,Personal Auto,Personal,Offer1,Agent,317.0,Two-Door Car,Large
3513,Arizona,7610.0,No,Extended,2011-01-27,Employed,M,38086,Urban,Married,96,17.0,10,0.0,3,Personal Auto,Personal,Offer4,Agent,243.0,Two-Door Car,Medsize
3514,Oregon,2827.0,No,Basic,2011-01-19,Employed,F,24224,Suburban,Divorced,71,7.0,64,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,511.0,Two-Door Car,Small
3515,Arizona,6243.0,No,Extended,2011-01-19,Employed,F,75680,Rural,Married,78,27.0,6,0.0,3,Personal Auto,Personal,Offer2,Agent,137.0,Four-Door Car,Medsize
3516,California,2472.0,Yes,Basic,2011-01-20,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal,Offer2,Agent,209.0,Four-Door Car,Medsize
3517,Oregon,35204.0,No,Premium,2011-02-26,Employed,F,56343,Suburban,Divorced,295,11.0,69,0.0,2,Personal Auto,Personal,Offer1,Branch,1613.0,Luxury Car,Medsize
3518,Nevada,13115.0,No,Premium,2011-02-04,Employed,M,20705,Rural,Divorced,171,8.0,12,1.0,3,Personal Auto,Personal,Offer1,Call Center,237.0,Four-Door Car,Medsize
3520,Oregon,22659.0,Yes,Basic,2011-01-25,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal,Offer1,Branch,405.0,Four-Door Car,Medsize
3521,Oregon,4060.0,No,Premium,2011-02-28,Disabled,F,11621,Suburban,Divorced,108,4.0,98,0.0,1,Personal Auto,Personal,Offer1,Agent,518.0,Four-Door Car,Medsize
3522,Oregon,3207.0,No,Extended,2011-02-15,Employed,M,24695,Suburban,Married,82,0.0,88,0.0,1,Personal Auto,Personal,Offer3,Web,394.0,Four-Door Car,Large
3523,Arizona,6965.0,No,Extended,2011-01-22,Employed,F,25411,Urban,Married,86,8.0,73,0.0,3,Personal Auto,Personal,Offer2,Branch,243.0,Four-Door Car,Medsize
3525,Washington,6294.0,No,Extended,2011-01-27,Employed,M,45430,Suburban,Single,81,21.0,37,0.0,3,Personal Auto,Personal,Offer1,Agent,389.0,Two-Door Car,Large
3526,Oregon,2906.0,No,Basic,2011-01-06,Employed,M,72211,Rural,Married,73,12.0,1,0.0,1,Personal Auto,Personal,Offer2,Web,45.0,Four-Door Car,Medsize
3530,Nevada,24723.0,No,Basic,2011-01-09,Employed,F,44685,Suburban,Married,69,1.0,41,0.0,2,Personal Auto,Personal,Offer2,Agent,331.0,Four-Door Car,Medsize
3532,Arizona,2491.0,Yes,Basic,2011-02-12,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal,Offer1,Agent,329.0,Four-Door Car,Medsize
3534,Arizona,16870.0,No,Extended,2011-01-21,Employed,M,61063,Urban,Married,85,21.0,4,0.0,2,Personal Auto,Personal,Offer2,Agent,263.0,Four-Door Car,Medsize
3535,Arizona,9166.0,No,Premium,2011-01-23,Employed,F,53792,Suburban,Married,115,1.0,8,1.0,3,Corporate Auto,Corporate,Offer1,Call Center,552.0,Four-Door Car,Small
3538,Arizona,7453.0,No,Premium,2011-01-01,Medical Leave,F,12195,Suburban,Divorced,101,29.0,35,0.0,3,Personal Auto,Personal,Offer1,Branch,671.0,Four-Door Car,Medsize
3539,Oregon,11793.0,No,Basic,2011-02-07,Employed,F,32214,Urban,Married,100,5.0,6,0.0,2,Personal Auto,Personal,Offer2,Call Center,297.0,Four-Door Car,Medsize
3541,California,2797.0,No,Basic,2011-01-31,Employed,M,77362,Suburban,Married,70,14.0,25,0.0,1,Personal Auto,Personal,Offer2,Agent,387.0,Two-Door Car,Medsize
3542,California,3308.0,No,Extended,2011-02-28,Employed,M,79797,Rural,Divorced,84,27.0,46,0.0,1,Corporate Auto,Corporate,Offer4,Branch,32.0,Two-Door Car,Medsize
3543,Oregon,28686.0,No,Basic,2011-02-24,Employed,F,48412,Suburban,Single,104,15.0,23,0.0,2,Personal Auto,Personal,Offer3,Agent,707.0,Four-Door Car,Medsize
3545,Arizona,4575.0,No,Basic,2011-01-15,Employed,M,32906,Suburban,Single,115,18.0,17,0.0,1,Personal Auto,Personal,Offer1,Branch,552.0,Four-Door Car,Medsize
3550,Arizona,8267.0,No,Basic,2011-01-19,Employed,M,36881,Suburban,Married,104,5.0,25,0.0,3,Special Auto,Special,Offer1,Agent,499.0,Four-Door Car,Medsize
3551,Nevada,4387.0,No,Basic,2011-02-24,Employed,M,48015,Suburban,Married,110,24.0,57,0.0,1,Corporate Auto,Corporate,Offer4,Call Center,528.0,Sports Car,Medsize
3553,California,5769.0,No,Basic,2011-02-06,Employed,F,92509,Rural,Married,71,16.0,43,0.0,3,Personal Auto,Personal,Offer3,Agent,109.0,Four-Door Car,Medsize
3554,Nevada,2523.0,No,Basic,2011-01-16,Employed,M,43072,Suburban,Married,63,35.0,15,0.0,1,Personal Auto,Personal,Offer2,Call Center,302.0,Four-Door Car,Large
3555,California,6638.0,No,Premium,2011-02-26,Employed,M,21586,Suburban,Married,167,31.0,44,1.0,1,Personal Auto,Personal,Offer4,Agent,802.0,Sports Car,Medsize
3556,Arizona,10549.0,No,Extended,2011-01-15,Employed,F,27458,Suburban,Married,131,18.0,62,1.0,3,Personal Auto,Personal,Offer3,Call Center,730.0,Sports Car,Medsize
3561,Oregon,2472.0,Yes,Basic,2011-01-20,Employed,F,63860,Urban,Married,62,26.0,81,0.0,1,Personal Auto,Personal,Offer2,Agent,209.0,Four-Door Car,Medsize
3563,California,5169.0,Yes,Basic,2011-02-26,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,3,Personal Auto,Personal,Offer2,Call Center,350.0,Four-Door Car,Medsize
3566,Washington,7426.0,No,Basic,2011-01-31,Employed,M,84302,Rural,Married,62,19.0,63,0.0,2,Personal Auto,Personal,Offer2,Branch,77.0,Four-Door Car,Medsize
3570,California,10529.0,No,Premium,2011-02-09,Disabled,M,12688,Suburban,Married,140,5.0,96,0.0,3,Personal Auto,Personal,Offer1,Call Center,672.0,Four-Door Car,Medsize
3571,Oregon,5617.0,No,Basic,2011-01-26,Employed,M,48602,Suburban,Married,70,30.0,46,0.0,3,Corporate Auto,Corporate,Offer3,Agent,488.0,Two-Door Car,Small
3573,Arizona,8698.0,No,Basic,2011-01-31,Employed,M,29540,Suburban,Divorced,73,3.0,23,0.0,2,Personal Auto,Personal,Offer2,Branch,350.0,Four-Door Car,Medsize
3574,California,7409.0,No,Extended,2011-01-11,Employed,M,61160,Urban,Single,96,2.0,71,0.0,3,Corporate Auto,Corporate,Offer1,Branch,355.0,Two-Door Car,Small
3575,California,6530.0,No,Extended,2011-01-09,Employed,M,44379,Suburban,Married,83,10.0,12,1.0,3,Special Auto,Special,Offer2,Call Center,398.0,Four-Door Car,Medsize
3577,California,5601.0,No,Basic,2011-01-05,Employed,M,42360,Rural,Single,71,29.0,62,0.0,3,Corporate Auto,Corporate,Offer1,Branch,100.0,Four-Door Car,Medsize
3578,Arizona,15228.0,No,Extended,2011-02-11,Employed,F,95140,Rural,Divorced,126,6.0,52,0.0,2,Personal Auto,Personal,Offer1,Agent,45.0,Sports Car,Medsize
3579,Arizona,4757.0,No,Extended,2011-01-07,Employed,F,48938,Suburban,Divorced,121,23.0,20,0.0,1,Personal Auto,Personal,Offer1,Call Center,581.0,Four-Door Car,Large
3580,Arizona,5033.0,No,Basic,2011-01-03,Employed,M,68331,Suburban,Married,63,23.0,38,0.0,3,Personal Auto,Personal,Offer4,Branch,302.0,Four-Door Car,Small
3581,Arizona,32270.0,No,Extended,2011-02-27,Employed,M,41520,Urban,Married,90,18.0,70,0.0,2,Personal Auto,Personal,Offer1,Agent,290.0,Four-Door Car,Medsize
3582,California,2582.0,Yes,Basic,2011-02-14,Employed,F,76731,Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal,Offer2,Agent,201.0,Four-Door Car,Medsize
3583,Oregon,12299.0,Yes,Basic,2011-02-20,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal,Offer1,Call Center,542.0,Four-Door Car,Medsize
3584,California,38888.0,No,Premium,2011-02-14,Employed,F,44299,Rural,Married,107,0.0,73,0.0,2,Personal Auto,Personal,Offer2,Branch,180.0,Two-Door Car,Medsize
3589,California,6674.0,No,Premium,2011-01-15,Employed,M,85019,Suburban,Married,167,26.0,92,0.0,1,Personal Auto,Personal,Offer2,Agent,802.0,Sports Car,Medsize
3591,Arizona,32227.0,No,Basic,2011-02-15,Employed,F,45331,Suburban,Married,100,0.0,8,0.0,2,Personal Auto,Personal,Offer2,Agent,573.0,Four-Door Car,Medsize
3592,Oregon,33280.0,No,Basic,2011-01-23,Employed,F,59130,Urban,Married,117,21.0,7,0.0,2,Corporate Auto,Corporate,Offer4,Call Center,437.0,Sports Car,Medsize
3593,Washington,2687.0,No,Basic,2011-02-18,Disabled,M,26713,Rural,Divorced,71,22.0,69,0.0,1,Personal Auto,Personal,Offer1,Agent,143.0,Four-Door Car,Medsize
3594,California,2871.0,No,Basic,2011-01-11,Employed,F,23803,Suburban,Married,72,11.0,90,0.0,1,Corporate Auto,Corporate,Offer4,Branch,411.0,Two-Door Car,Small
3596,California,2592.0,Yes,Basic,2011-01-02,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal,Offer2,Call Center,312.0,Four-Door Car,Small
3598,Oregon,2728.0,No,Basic,2011-01-15,Employed,M,74608,Suburban,Married,68,11.0,4,1.0,1,Corporate Auto,Corporate,Offer3,Web,408.0,Four-Door Car,Medsize
3599,California,2821.0,No,Basic,2011-02-02,Employed,M,35855,Urban,Married,70,13.0,51,0.0,1,Personal Auto,Personal,Offer3,Web,278.0,Two-Door Car,Medsize
3601,Arizona,17777.0,No,Extended,2011-01-17,Employed,F,86205,Suburban,Single,223,8.0,67,0.0,3,Personal Auto,Personal,Offer3,Agent,1070.0,Luxury Car,Small
3603,California,5815.0,No,Basic,2011-01-18,Employed,M,76675,Rural,Married,72,5.0,38,0.0,3,Personal Auto,Personal,Offer4,Agent,142.0,Four-Door Car,Small
3607,California,27443.0,No,Extended,2011-02-05,Employed,M,82320,Suburban,Married,99,4.0,2,1.0,2,Personal Auto,Personal,Offer2,Branch,475.0,Four-Door Car,Medsize
3608,Arizona,7772.0,No,Extended,2011-02-03,Employed,M,58345,Urban,Married,98,1.0,6,0.0,3,Personal Auto,Personal,Offer1,Branch,347.0,Four-Door Car,Small
3610,California,25094.0,No,Basic,2011-02-18,Employed,M,36007,Suburban,Married,70,14.0,85,0.0,2,Personal Auto,Personal,Offer1,Branch,336.0,Four-Door Car,Small
3611,California,8573.0,No,Premium,2011-01-10,Employed,M,46703,Suburban,Single,108,0.0,48,0.0,3,Personal Auto,Personal,Offer1,Branch,678.0,Four-Door Car,Small
3613,Arizona,12037.0,Yes,Basic,2011-02-10,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Personal Auto,Personal,Offer1,Call Center,499.0,Four-Door Car,Medsize
3617,Nevada,3353.0,No,Extended,2011-02-14,Employed,F,95438,Rural,Married,83,25.0,76,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,99.0,Two-Door Car,Medsize
3619,California,46612.0,No,Extended,2011-02-06,Employed,M,22022,Suburban,Single,136,35.0,1,0.0,2,Personal Auto,Personal,Offer2,Branch,979.0,Four-Door Car,Large
3623,California,2632.0,No,Basic,2011-01-08,Disabled,F,16976,Urban,Married,69,23.0,54,0.0,1,Personal Auto,Personal,Offer1,Agent,239.0,Four-Door Car,Medsize
3624,Washington,5256.0,No,Extended,2011-01-20,Employed,F,44536,Rural,Single,137,12.0,22,1.0,1,Personal Auto,Personal,Offer1,Branch,47.0,Four-Door Car,Medsize
3625,California,6166.0,No,Extended,2011-02-23,Employed,F,60884,Suburban,Married,77,10.0,56,0.0,3,Personal Auto,Personal,Offer2,Branch,492.0,Four-Door Car,Small
3626,Oregon,6939.0,No,Extended,2011-01-04,Employed,M,53133,Suburban,Single,91,11.0,6,0.0,3,Personal Auto,Personal,Offer2,Agent,652.0,Two-Door Car,Small
3633,Nevada,2558.0,No,Basic,2011-02-07,Employed,M,72202,Suburban,Married,63,12.0,13,0.0,1,Corporate Auto,Corporate,Offer2,Branch,454.0,Two-Door Car,Small
3635,Arizona,8819.0,Yes,Basic,2011-01-10,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,3,Corporate Auto,Corporate,Offer2,Branch,528.0,Four-Door Car,Medsize
3637,Oregon,13009.0,No,Basic,2011-02-07,Employed,F,57591,Suburban,Divorced,66,5.0,74,0.0,2,Corporate Auto,Corporate,Offer1,Agent,317.0,Four-Door Car,Medsize
3638,California,3265.0,Yes,Extended,2011-01-26,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal,Offer1,Agent,394.0,Four-Door Car,Medsize
3644,California,12948.0,No,Premium,2011-01-21,Employed,M,30763,Suburban,Single,111,28.0,19,0.0,2,Personal Auto,Personal,Offer1,Agent,1073.0,Four-Door Car,Medsize
3645,Arizona,16705.0,No,Extended,2011-01-19,Employed,M,74900,Suburban,Married,208,31.0,63,0.0,3,Personal Auto,Personal,Offer3,Call Center,998.0,Luxury Car,Medsize
3646,California,6006.0,Yes,Extended,2011-02-23,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal,Offer1,Agent,413.0,Four-Door Car,Medsize
3647,Oregon,5721.0,No,Basic,2011-01-06,Employed,F,32224,Rural,Married,72,27.0,21,0.0,3,Personal Auto,Personal,Offer1,Branch,19.0,Four-Door Car,Medsize
3648,Arizona,10104.0,No,Extended,2011-01-19,Employed,F,72334,Urban,Married,129,26.0,66,3.0,3,Corporate Auto,Corporate,Offer3,Call Center,413.0,Four-Door Car,Medsize
